,college,draft_rank,draft_year,height_in,name,reach_in,weight_lb,wingspan_in
180,University of Missouri,2,1983,,Steve Stipanovich,,,
181,University of Louisville,3,1983,,Rodney McCray,,,
182,Arizona State University,4,1983,,Byron Scott,,,
183,"University of Nevada, Las Vegas",5,1983,,Sidney Green,,,
184,Purdue University,6,1983,,Russell Cross,,,
185,North Carolina State University,7,1983,,Thurl Bailey,,,
186,Wichita State University,8,1983,,Antoine Carr,,,
187,University of Tennessee,9,1983,,Dale Ellis,,,
188,Mississippi State University,10,1983,,Jeff Malone,,,
189,University of Illinois at Urbana-Champaign,11,1983,,Derek Harper,,,
190,University of Arkansas,12,1983,,Darrell Walker,,,
191,University of Alabama,13,1983,,Ennis Whatley,,,
192,University of Houston,14,1983,,Clyde Drexler,,,
193,Louisiana State University,15,1983,,Howard Carter,,,
194,University of Missouri,16,1983,,Jon Sundvold,,,
195,Syracuse University,17,1983,,Leo Rautins,,,
196,University of Minnesota,18,1983,,Randy Breuer,,,
197,University of Notre Dame,19,1983,,John Paxson,,,
198,Rutgers University,20,1983,,Roy Hinson,,,
199,Brigham Young University,21,1983,,Greg Kite,,,
200,Indiana University,22,1983,,Randy Wittman,,,
201,Florida State University,23,1983,,Mitchell Wiggins,,,
202,Villanova University,24,1983,,Stewart Granger,,,
203,North Carolina State University,25,1983,,Sidney Lowe,,,
204,Oklahoma State University,26,1983,,Leroy Combs,,,
205,Boston College,27,1983,,John Garris,,,
206,"University of California, Los Angeles",28,1983,,Rod Foster,,,
207,University of Houston,29,1983,,Larry Micheaux,,,
208,Old Dominion University,30,1983,,Mark West,,,
209,Marquette University,31,1983,,Doc Rivers,,,
210,University of Kentucky,33,1983,,Dirk Minniefield,,,
211,Washington State University,34,1983,,Guy Williams,,,
212,Auburn University,35,1983,,Darrell Lockhart,,,
213,University of Louisville,36,1983,,Scooter McCray,,,
214,San Jose State University,38,1983,,Chris McNealy,,,
215,Ohio State University,39,1983,,Granville Waiters,,,
216,Indiana University,40,1983,,Jim Thomas,,,
217,University of Utah,43,1983,,Pace Mannion,,,
218,St. John's University,46,1983,,Kevin Williams,,,
219,Washington State University,48,1983,,Craig Ehlo,,,
220,Tulane University,50,1983,,Paul Thompson,,,
221,"University of California, Los Angeles",53,1983,,Mike Holton,,,
222,University of Iowa,54,1983,,Bob Hansen,,,
223,"University of California, Los Angeles",57,1983,,Darren Daye,,,
224,Villanova University,58,1983,,John Pinone,,,
225,University of Connecticut,59,1983,,Bruce Kuczenski,,,
226,La Salle University,62,1983,,Tom Piotrowski,,,
227,Boston College,75,1983,,Ron Crevier,,,
228,Saint Mary's College of California,77,1983,,Peter Thibeaux,,,
229,St. Bonaventure University,82,1983,,Mark Jones,,,
230,College of William & Mary,90,1983,,Brant Weidner,,,
231,University of Mississippi,91,1983,,Carlos Clark,,,
232,Rice University,101,1983,,Ken Austin,,,
233,University of Arkansas at Little Rock,102,1983,,Jim Lampley,,,
