,link,name,draft_rank,draft_year,seasons,per
362,/players/s/shortge01.html,Gene Short,9.0,1975.0,1.0,12.4
363,/players/r/robinbi01.html,Bill Robinzine,10.0,1975.0,7.0,12.4
364,/players/m/meriwjo01.html,Joe Meriweather,11.0,1975.0,10.0,12.4
365,/players/o/oleynfr01.html,Frank Oleynick,12.0,1975.0,2.0,12.4
366,/players/b/bigelbo01.html,Bob Bigelow,13.0,1975.0,4.0,12.4
367,/players/b/bryanjo01.html,Joe Bryant,14.0,1975.0,8.0,12.4
368,/players/l/lambejo01.html,John Lambert,15.0,1975.0,7.0,12.4
369,/players/s/soberri01.html,Ricky Sobers,16.0,1975.0,11.0,12.4
370,/players/b/bosweto01.html,Tom Boswell,17.0,1975.0,6.0,12.4
371,/players/g/greveke01.html,Kevin Grevey,18.0,1975.0,10.0,12.4
372,/players/w/willobi01.html,Bill Willoughby,19.0,1975.0,8.0,12.4
373,/players/w/willigu01.html,Gus Williams,20.0,1975.0,11.0,12.4
374,/players/s/sealsbr01.html,Bruce Seals,21.0,1975.0,5.0,12.4
375,/players/m/mayescl01.html,Clyde Mayes,22.0,1975.0,2.0,12.4
376,/players/f/freewo01.html,World B. Free,23.0,1975.0,13.0,12.4
377,/players/c/cashco01.html,Cornelius Cash,24.0,1975.0,1.0,12.4
378,/players/g/grossbo01.html,Bob Gross,25.0,1975.0,8.0,12.4
379,/players/b/burdeti01.html,Ticky Burden,26.0,1975.0,3.0,12.4
380,/players/r/roundda01.html,Dan Roundfield,28.0,1975.0,12.0,12.4
381,/players/g/greenst01.html,Steve Green,30.0,1975.0,4.0,12.4
382,/players/h/hansegl01.html,Glenn Hansen,31.0,1975.0,3.0,12.4
383,/players/l/laskojo01.html,John Laskowski,32.0,1975.0,2.0,12.4
384,/players/f/foglela01.html,Larry Fogle,34.0,1975.0,1.0,12.4
385,/players/m/murphal01.html,Allen Murphy,35.0,1975.0,2.0,12.4
386,/players/c/conneji01.html,Jimmy Conner,36.0,1975.0,,12.4
387,/players/h/hackeru01.html,Rudy Hackett,37.0,1975.0,2.0,12.4
388,/players/m/mcelrji01.html,Jim McElroy,38.0,1975.0,7.0,12.4
389,/players/b/bakerji01.html,Jimmie Baker,39.0,1975.0,,12.4
390,/players/w/whiteru01.html,Rudy White,47.0,1975.0,5.0,12.4
391,/players/k/kroppto01.html,Tom Kropp,48.0,1975.0,2.0,12.4
392,/players/g/gerargu01.html,Gus Gerard,50.0,1975.0,7.0,12.4
393,/players/h/hawkiro01.html,Robert Hawkins,51.0,1975.0,4.0,12.4
394,/players/b/buccige01.html,George Bucci,52.0,1975.0,,12.4
395,/players/a/anderje01.html,Jerome Anderson,53.0,1975.0,2.0,12.4
396,/players/f/forreba01.html,Bayard Forrest,54.0,1975.0,2.0,12.4
398,/players/k/kupeccj01.html,C.J. Kupec,56.0,1975.0,3.0,12.4
399,/players/t/towemo01.html,Monte Towe,57.0,1975.0,2.0,12.4
400,/players/h/hicksph01.html,Phil Hicks,61.0,1975.0,2.0,12.4
402,/players/f/fernser01.html,Eric Fernsten,62.0,1975.0,6.0,12.4
403,/players/v/vaughda01.html,David Vaughn,63.0,1975.0,,10.1
404,/players/v/vaughda02.html,David Vaughn,25.0,1995.0,4.0,12.4
405,/players/h/hairsli01.html,Lindsay Hairston,64.0,1975.0,1.0,12.4
406,/players/s/smithke02.html,Ken Smith,65.0,1975.0,,12.4
407,/players/h/hollawi01.html,Wilbur Holland,75.0,1975.0,4.0,12.4
408,/players/p/pacejo01.html,Joe Pace,76.0,1975.0,2.0,12.4
410,/players/w/washido01.html,Donald Washington,80.0,1975.0,,12.4
411,/players/f/forddo01.html,Don Ford,92.0,1975.0,7.0,12.4
412,/players/w/wardhe01.html,Henry Ward,99.0,1975.0,2.0,12.4
413,/players/w/williha01.html,Hank Williams,100.0,1975.0,,12.4
414,/players/h/higgibi01.html,Bill Higgins,109.0,1975.0,,12.4
415,/players/f/flynnmi01.html,Mike Flynn,113.0,1975.0,3.0,12.4
416,/players/b/barnena01.html,Nathaniel Barnett,119.0,1975.0,,12.4
417,/players/m/mccaran01.html,Andre McCarter,136.0,1975.0,3.0,12.4
419,/players/b/bostiji01.html,Jim Bostic,139.0,1975.0,1.0,12.4
420,/players/t/thomate01.html,Terry Thomas,151.0,1975.0,1.0,12.4
421,/players/l/lucasjo01.html,John Lucas,1.0,1976.0,14.0,12.4
422,/players/m/maysc01.html,Scott May,2.0,1976.0,7.0,12.4
423,/players/w/washiri01.html,Richard Washington,3.0,1976.0,6.0,12.4
424,/players/d/douglle01.html,Leon Douglas,4.0,1976.0,7.0,12.4
425,/players/w/walkewa01.html,Wally Walker,5.0,1976.0,8.0,12.4
426,/players/d/dantlad01.html,Adrian Dantley,6.0,1976.0,15.0,12.4
427,/players/b/bucknqu01.html,Quinn Buckner,7.0,1976.0,10.0,12.4
428,/players/p/parisro01.html,Robert Parish,8.0,1976.0,21.0,12.4
429,/players/h/hillar01.html,Armond Hill,9.0,1976.0,8.0,12.4
430,/players/l/leero01.html,Ron Lee,10.0,1976.0,6.0,12.4
431,/players/w/wilkebo01.html,Bob Wilkerson,11.0,1976.0,7.0,12.4
432,/players/f/furlote01.html,Terry Furlow,12.0,1976.0,4.0,12.4
433,/players/k/kupchmi01.html,Mitch Kupchak,13.0,1976.0,9.0,12.4
434,/players/w/wrighla01.html,Larry Wright,14.0,1976.0,6.0,12.4
435,/players/w/willich03.html,Chuckie Williams,15.0,1976.0,1.0,12.4
436,/players/c/cookno01.html,Norm Cook,16.0,1976.0,2.0,12.4
437,/players/p/parkeso01.html,Sonny Parker,17.0,1976.0,6.0,12.4
438,/players/s/smithwi02.html,Willie Smith,18.0,1976.0,4.0,12.4
439,/players/j/jonesma01.html,Major Jones,20.0,1976.0,6.0,12.4
440,/players/t/tatumea01.html,Earl Tatum,21.0,1976.0,4.0,12.4
441,/players/d/davisjo01.html,Johnny Davis,22.0,1976.0,10.0,12.4
442,/players/e/englial01.html,Alex English,23.0,1976.0,15.0,12.4
443,/players/l/lloydsc01.html,Scott Lloyd,24.0,1976.0,6.0,12.4
444,/players/s/sheltlo01.html,Lonnie Shelton,25.0,1976.0,10.0,12.4
445,/players/d/dorseja01.html,Jacky Dorsey,26.0,1976.0,3.0,12.4
446,/players/c/carribo01.html,Bob Carrington,28.0,1976.0,2.0,12.4
447,/players/j/johnsde01.html,Dennis Johnson,29.0,1976.0,14.0,12.4
448,/players/f/flemial01.html,Al Fleming,30.0,1976.0,1.0,12.4
449,/players/h/howarmo01.html,Mo Howard,32.0,1976.0,1.0,12.4
450,/players/f/feherbu01.html,Butch Feher,33.0,1976.0,1.0,12.4
451,/players/r/rogerma01.html,Marshall Rogers,34.0,1976.0,1.0,12.4
452,/players/h/hansela01.html,Lars Hansen,37.0,1976.0,1.0,12.4
454,/players/s/selleph01.html,Phil Sellers,38.0,1976.0,1.0,12.4
455,/players/w/waltoll01.html,Lloyd Walton,40.0,1976.0,5.0,12.4
456,/players/a/abernto01.html,Tom Abernethy,43.0,1976.0,5.0,12.4
457,/players/t/terreir01.html,Ira Terrell,45.0,1976.0,2.0,12.4
458,/players/s/starrke01.html,Keith Starr,52.0,1976.0,1.0,12.4
459,/players/b/barketo01.html,Tom Barker,53.0,1976.0,2.0,12.4
460,/players/b/brittwa01.html,Wayman Britt,60.0,1976.0,1.0,12.4
461,/players/d/davisro01.html,Ron Davis,70.0,1976.0,3.0,12.4
462,/players/g/griffpa01.html,Paul Griffin,74.0,1976.0,7.0,12.4
463,/players/l/lawreed01.html,Edmund Lawrence,84.0,1976.0,1.0,12.4
464,/players/d/dunlemi01.html,Mike Dunleavy,99.0,1976.0,11.0,13.9
465,/players/d/dunlemi02.html,Mike Dunleavy,3.0,2002.0,15.0,12.4
466,/players/c/colliar01.html,Art Collins,103.0,1976.0,1.0,12.4
467,/players/w/walkean01.html,Andy Walker,111.0,1976.0,1.0,12.4
468,/players/w/walkeph01.html,Phil Walker,117.0,1976.0,1.0,12.4
470,/players/d/drollra01.html,Ralph Drollinger,121.0,1976.0,1.0,12.4
473,/players/b/barnhno01.html,Norton Barnhill,134.0,1976.0,1.0,12.4
474,/players/w/willifl01.html,Fly Williams,152.0,1976.0,,12.4
475,/players/b/bensoke01.html,Kent Benson,1.0,1977.0,11.0,12.4
476,/players/b/birdsot01.html,Otis Birdsong,2.0,1977.0,12.0,12.4
477,/players/j/johnsma01.html,Marques Johnson,3.0,1977.0,11.0,12.4
478,/players/b/ballagr01.html,Greg Ballard,4.0,1977.0,11.0,12.4
479,/players/d/daviswa03.html,Walter Davis,5.0,1977.0,15.0,12.4
480,/players/c/carrke01.html,Kenny Carr,6.0,1977.0,10.0,12.4
481,/players/k/kingbe01.html,Bernard King,7.0,1977.0,14.0,12.4
482,/players/s/sikmaja01.html,Jack Sikma,8.0,1977.0,14.0,12.4
483,/players/l/lagarto01.html,Tom LaGarde,9.0,1977.0,6.0,12.4
484,/players/w/willira01.html,Ray Williams,10.0,1977.0,10.0,12.4
485,/players/g/grunfer01.html,Ernie Grunfeld,11.0,1977.0,9.0,12.4
486,/players/m/maxwece01.html,Cedric Maxwell,12.0,1977.0,11.0,12.4
487,/players/a/armstta01.html,Tate Armstrong,13.0,1977.0,2.0,12.4
488,/players/r/rollitr01.html,Tree Rollins,14.0,1977.0,18.0,12.4
489,/players/d/davisbr01.html,Brad Davis,15.0,1977.0,15.0,12.4
490,/players/g/greenri01.html,Rickey Green,16.0,1977.0,14.0,12.4
491,/players/e/ellisbo02.html,Bo Ellis,17.0,1977.0,3.0,12.4
492,/players/c/coxwe01.html,Wesley Cox,18.0,1977.0,2.0,12.4
493,/players/l/laureri01.html,Rich Laurel,19.0,1977.0,1.0,12.4
494,/players/m/moslegl01.html,Glenn Mosley,20.0,1977.0,2.0,12.4
495,/players/r/roberan01.html,Anthony Roberts,21.0,1977.0,5.0,12.4
496,/players/n/nixonno01.html,Norm Nixon,22.0,1977.0,10.0,12.4
497,/players/g/glennmi01.html,Mike Glenn,23.0,1977.0,10.0,12.4
498,/players/j/johnsla01.html,Larry Johnson,24.0,1977.0,1.0,16.3
499,/players/j/johnsla02.html,Larry Johnson,1.0,1991.0,10.0,12.4
500,/players/w/washiwi01.html,Wilson Washington,25.0,1977.0,2.0,12.4
501,/players/g/gondrgl01.html,Glen Gondrezick,26.0,1977.0,6.0,12.4
502,/players/a/anderki01.html,Kim Anderson,28.0,1977.0,1.0,12.4
504,/players/b/bradlal01.html,Alonzo Bradley,29.0,1977.0,3.0,12.4
505,/players/s/sheppst01.html,Steve Sheppard,30.0,1977.0,2.0,12.4
506,/players/o/owensed01.html,Eddie Owens,31.0,1977.0,1.0,12.4
507,/players/k/knighto01.html,Toby Knight,32.0,1977.0,4.0,12.4
508,/players/j/jordaed01.html,Eddie Jordan,33.0,1977.0,7.0,12.4
509,/players/m/moffela01.html,Larry Moffett,34.0,1977.0,1.0,12.4
510,/players/l/landsma01.html,Mark Landsberger,35.0,1977.0,7.0,12.4
511,/players/p/poquebe01.html,Ben Poquette,36.0,1977.0,10.0,12.4
512,/players/w/wilkije01.html,Jeff Wilkins,37.0,1977.0,6.0,12.4
513,/players/r/reidro01.html,Robert Reid,40.0,1977.0,13.0,12.4
514,/players/d/dunntr01.html,T.R. Dunn,41.0,1977.0,14.0,12.4
515,/players/e/elliobo01.html,Bob Elliott,42.0,1977.0,3.0,12.4
516,/players/h/hollies01.html,Essie Hollis,44.0,1977.0,1.0,12.4
517,/players/e/edwarja01.html,James Edwards,46.0,1977.0,19.0,12.4
518,/players/s/smithsa02.html,Sam Smith,48.0,1977.0,2.0,12.4
519,/players/j/johnsed02.html,Eddie Johnson,49.0,1977.0,10.0,15.9
520,/players/j/johnsed03.html,Eddie Johnson,29.0,1981.0,17.0,12.4
521,/players/h/hassejo01.html,Joe Hassett,52.0,1977.0,6.0,12.4
522,/players/k/kuestjo01.html,John Kuester,53.0,1977.0,3.0,12.4
523,/players/r/redmoma01.html,Marlon Redmond,60.0,1977.0,2.0,12.4
524,/players/b/bondph01.html,Phil Bond,62.0,1977.0,1.0,12.4
525,/players/s/smithro01.html,Robert Smith,65.0,1977.0,7.0,12.4
526,/players/b/bratzmi01.html,Mike Bratz,66.0,1977.0,9.0,12.4
527,/players/b/brownle02.html,Lewis Brown,69.0,1977.0,1.0,12.4
528,/players/g/griffgr01.html,Greg Griffin,71.0,1977.0,1.0,12.4
529,/players/b/boydde01.html,Dennis Boyd,72.0,1977.0,1.0,12.4
530,/players/h/hayesst01.html,Steve Hayes,76.0,1977.0,5.0,12.4
531,/players/r/roberto01.html,Tony Robertson,88.0,1977.0,2.0,12.4
532,/players/s/simssc01.html,Scott Sims,103.0,1977.0,1.0,12.4
533,/players/e/eppsra01.html,Ray Epps,104.0,1977.0,1.0,12.4
534,/players/c/crowma01.html,Mark Crow,111.0,1977.0,1.0,12.4
535,/players/m/mckinbi01.html,Billy McKinney,115.0,1977.0,7.0,12.4
536,/players/s/schefto01.html,Tom Scheffler,117.0,1977.0,1.0,12.4
537,/players/s/scottal01.html,Alvin Scott,136.0,1977.0,8.0,12.4
538,/players/m/marshri01.html,Ricky Marsh,165.0,1977.0,1.0,12.4
539,/players/o/olivejo01.html,John Olive,168.0,1977.0,2.0,12.4
540,/players/t/thompmy01.html,Mychal Thompson,1.0,1978.0,12.0,12.4
541,/players/f/fordph01.html,Phil Ford,2.0,1978.0,7.0,12.4
542,/players/r/robeyri01.html,Rick Robey,3.0,1978.0,8.0,12.4
543,/players/r/richami01.html,Micheal Ray Richardson,4.0,1978.0,8.0,12.4
544,/players/s/shortpu01.html,Purvis Short,5.0,1978.0,12.0,12.4
545,/players/b/birdla01.html,Larry Bird,6.0,1978.0,13.0,12.4
546,/players/b/brewero01.html,Ron Brewer,7.0,1978.0,8.0,12.4
547,/players/w/willifr01.html,Freeman Williams,8.0,1978.0,6.0,12.4
548,/players/t/theusre01.html,Reggie Theus,9.0,1978.0,13.0,12.4
549,/players/l/leebu01.html,Butch Lee,10.0,1978.0,2.0,12.4
550,/players/h/hardyja01.html,James Hardy,11.0,1978.0,4.0,12.4
551,/players/b/boynewi01.html,Winford Boynes,13.0,1978.0,3.0,12.4
552,/players/p/pheglro01.html,Roger Phegley,14.0,1978.0,6.0,12.4
553,/players/m/mitchmi01.html,Mike Mitchell,15.0,1978.0,10.0,12.4
554,/players/g/givenja01.html,Jack Givens,16.0,1978.0,2.0,12.4
555,/players/c/corzida01.html,Dave Corzine,18.0,1978.0,13.0,12.4
556,/players/b/byrnema01.html,Marty Byrnes,19.0,1978.0,4.0,12.4
557,/players/s/sandefr01.html,Frankie Sanders,20.0,1978.0,2.0,12.4
558,/players/e/evansmi01.html,Mike Evans,21.0,1978.0,9.0,12.4
559,/players/t/townsra01.html,Raymond Townsend,22.0,1978.0,3.0,12.4
560,/players/t/tylerte01.html,Terry Tyler,23.0,1978.0,11.0,12.4
561,/players/h/herroke01.html,Keith Herron,24.0,1978.0,3.0,12.4
562,/players/w/wilsori01.html,Rick Wilson,25.0,1978.0,2.0,12.4
563,/players/c/cartero01.html,Ron Carter,26.0,1978.0,2.0,12.4
564,/players/r/radfowa01.html,Wayne Radford,27.0,1978.0,1.0,12.4
565,/players/l/longjo01.html,John Long,29.0,1978.0,14.0,12.4
566,/players/j/judkije01.html,Jeff Judkins,30.0,1978.0,5.0,12.4
567,/players/r/ruddjo01.html,John Rudd,32.0,1978.0,1.0,12.4
568,/players/d/davisha01.html,Harry Davis,33.0,1978.0,2.0,12.4
569,/players/b/bunchgr01.html,Greg Bunch,34.0,1978.0,1.0,12.4
570,/players/g/greento01.html,Tommie Green,35.0,1978.0,1.0,12.4
571,/players/c/cheekma01.html,Maurice Cheeks,36.0,1978.0,15.0,12.4
572,/players/c/coopewa01.html,Wayne Cooper,40.0,1978.0,14.0,12.4
573,/players/w/whiteje01.html,Jerome Whitehead,41.0,1978.0,11.0,12.4
574,/players/h/hagangl01.html,Glenn Hagan,43.0,1978.0,1.0,12.4
575,/players/j/johnscl01.html,Clemon Johnson,44.0,1978.0,10.0,12.4
576,/players/c/copelho01.html,Hollis Copeland,46.0,1978.0,2.0,12.4
577,/players/b/batesbi01.html,Billy Ray Bates,47.0,1978.0,4.0,12.4
578,/players/c/cookje01.html,Jeff Cook,49.0,1978.0,8.0,12.4
579,/players/i/iavarma01.html,Marc Iavaroni,55.0,1978.0,7.0,12.4
580,/players/c/cummipa01.html,Pat Cummings,59.0,1978.0,12.0,12.4
581,/players/c/coopemi01.html,Michael Cooper,60.0,1978.0,12.0,12.4
582,/players/b/battoda01.html,Dave Batton,62.0,1978.0,2.0,12.4
583,/players/k/kramejo01.html,Joel Kramer,63.0,1978.0,5.0,12.4
584,/players/h/hendege01.html,Gerald Henderson,64.0,1978.0,13.0,13.6
585,/players/h/hendege02.html,Gerald Henderson,12.0,2009.0,8.0,12.4
586,/players/r/robinja01.html,Jackie Robinson,67.0,1978.0,3.0,12.4
587,/players/h/howarot01.html,Otis Howard,80.0,1978.0,1.0,12.4
588,/players/b/bostola01.html,Lawrence Boston,81.0,1978.0,1.0,12.4
589,/players/j/jordawa01.html,Walter Jordan,84.0,1978.0,1.0,12.4
590,/players/m/millebo01.html,Bob Miller,85.0,1978.0,1.0,12.4
591,/players/v/vromabr01.html,Brett Vroman,87.0,1978.0,1.0,12.4
592,/players/w/willidu01.html,Duck Williams,96.0,1978.0,1.0,12.4
593,/players/w/wilsobu01.html,Bubba Wilson,101.0,1978.0,1.0,12.4
594,/players/t/terryca01.html,Carlos Terry,104.0,1978.0,3.0,12.4
595,/players/w/wakefan01.html,Andre Wakefield,107.0,1978.0,2.0,12.4
596,/players/j/johnscl02.html,Clay Johnson,110.0,1978.0,3.0,12.4
597,/players/d/dougljo01.html,John Douglas,118.0,1978.0,2.0,12.4
598,/players/p/pietkst01.html,Stan Pietkiewicz,133.0,1978.0,3.0,12.4
599,/players/m/malovst01.html,Steve Malovic,149.0,1978.0,1.0,12.4
600,/players/e/evansea01.html,Earl Evans,157.0,1978.0,1.0,12.4
601,/players/k/kilpaca01.html,Carl Kilpatrick,158.0,1978.0,1.0,12.4
602,/players/c/coxch01.html,Chubby Cox,159.0,1978.0,1.0,12.4
603,/players/w/williri01.html,Rickey Williams,190.0,1978.0,1.0,12.4
604,/players/j/johnsma02.html,Magic Johnson,1.0,1979.0,13.0,12.4
605,/players/g/greenda01.html,Dave Greenwood,2.0,1979.0,12.0,12.4
606,/players/c/cartwbi01.html,Bill Cartwright,3.0,1979.0,15.0,12.4
607,/players/k/kelsegr01.html,Greg Kelser,4.0,1979.0,6.0,12.4
608,/players/m/moncrsi01.html,Sidney Moncrief,5.0,1979.0,11.0,12.4
609,/players/b/baileja01.html,James Bailey,6.0,1979.0,9.0,12.4
610,/players/j/johnsvi01.html,Vinnie Johnson,7.0,1979.0,13.0,12.4
611,/players/n/nattca01.html,Calvin Natt,8.0,1979.0,11.0,12.4
612,/players/d/demicla01.html,Larry Demic,9.0,1979.0,3.0,12.4
613,/players/h/hamilro01.html,Roy Hamilton,10.0,1979.0,2.0,12.4
614,/players/r/robincl01.html,Cliff Robinson,11.0,1979.0,11.0,12.4
615,/players/p/paxsoji02.html,Jim Paxson,12.0,1979.0,11.0,12.4
616,/players/b/bradldu01.html,Dudley Bradley,13.0,1979.0,9.0,12.4
617,/players/h/hollabr01.html,Brad Holland,14.0,1979.0,3.0,12.4
618,/players/h/hubbaph01.html,Phil Hubbard,15.0,1979.0,10.0,12.4
619,/players/s/spanaji01.html,Jim Spanarkel,16.0,1979.0,5.0,12.4
620,/players/j/johnsle01.html,Lee Johnson,17.0,1979.0,1.0,12.4
621,/players/k/kingre01.html,Reggie King,18.0,1979.0,6.0,12.4
622,/players/p/peckwi01.html,Wiley Peck,19.0,1979.0,1.0,12.4
623,/players/w/willisl01.html,Sly Williams,21.0,1979.0,7.0,12.4
624,/players/m/macyky01.html,Kyle Macy,22.0,1979.0,7.0,12.4
625,/players/h/highjo01.html,Johnny High,24.0,1979.0,4.0,12.4
626,/players/m/mackol01.html,Ollie Mack,25.0,1979.0,3.0,12.4
627,/players/f/flowebr01.html,Bruce Flowers,26.0,1979.0,1.0,12.4
628,/players/c/cartere01.html,Reggie Carter,27.0,1979.0,2.0,12.4
629,/players/p/priceto01.html,Tony Price,29.0,1979.0,1.0,12.4
630,/players/g/garlaga01.html,Gary Garland,30.0,1979.0,1.0,12.4
631,/players/j/jonesed01.html,Edgar Jones,31.0,1979.0,6.0,12.4
632,/players/z/zenoto01.html,Tony Zeno,32.0,1979.0,1.0,12.4
633,/players/r/richacl01.html,Clint Richardson,36.0,1979.0,8.0,12.4
634,/players/t/toonebe01.html,Bernard Toone,37.0,1979.0,1.0,12.4
635,/players/m/mokespa01.html,Paul Mokeski,42.0,1979.0,12.0,12.4
636,/players/m/moorejo01.html,Johnny Moore,43.0,1979.0,9.0,12.4
637,/players/k/kramear01.html,Arvid Kramer,45.0,1979.0,1.0,12.4
638,/players/g/garreca01.html,Calvin Garrett,47.0,1979.0,4.0,12.4
639,/players/d/duerote01.html,Terry Duerod,48.0,1979.0,4.0,12.4
640,/players/h/hordgce01.html,Cedrick Hordges,49.0,1979.0,2.0,12.4
641,/players/h/hustoge01.html,Geoff Huston,50.0,1979.0,8.0,12.4
642,/players/k/kreklwa01.html,Wayne Kreklow,53.0,1979.0,1.0,12.4
643,/players/j/johnsch02.html,Cheese Johnson,54.0,1979.0,1.0,12.4
644,/players/c/curetea01.html,Earl Cureton,58.0,1979.0,12.0,12.4
645,/players/c/crosbte01.html,Terry Crosby,62.0,1979.0,1.0,12.4
646,/players/n/norrisy01.html,Sylvester Norris,63.0,1979.0,1.0,12.4
647,/players/l/laimbbi01.html,Bill Laimbeer,65.0,1979.0,14.0,12.4
648,/players/d/deanegr01.html,Greg Deane,67.0,1979.0,1.0,12.4
649,/players/d/donalja01.html,James Donaldson,73.0,1979.0,14.0,12.4
650,/players/s/sichtje01.html,Jerry Sichting,82.0,1979.0,10.0,12.4
651,/players/n/nilesmi01.html,Mike Niles,83.0,1979.0,1.0,12.4
652,/players/m/mcculjo01.html,John McCullough,85.0,1979.0,1.0,12.4
653,/players/r/reidbi01.html,Billy Reid,98.0,1979.0,1.0,6.2
655,/players/l/leaveal01.html,Allen Leavell,104.0,1979.0,10.0,12.4
656,/players/e/eatonma01.html,Mark Eaton,107.0,1979.0,11.0,10.9
658,/players/j/jonesch01.html,Charles Jones,165.0,1979.0,15.0,12.2
659,/players/j/jonesch02.html,Charles Jones,36.0,1984.0,4.0,12.4
660,/players/d/dawkipa01.html,Paul Dawkins,185.0,1979.0,1.0,12.4
661,/players/m/mccorke01.html,Keith McCord,198.0,1979.0,1.0,12.4
662,/players/c/carrojo01.html,Joe Barry Carroll,1.0,1980.0,10.0,16.4
663,/players/g/griffda01.html,Darrell Griffith,2.0,1980.0,10.0,14.6
664,/players/m/mchalke01.html,Kevin McHale,3.0,1980.0,13.0,20.0
665,/players/r/ranseke01.html,Kelvin Ransey,4.0,1980.0,6.0,14.8
666,/players/r/rayja01.html,James Ray,5.0,1980.0,3.0,10.0
667,/players/o/okoremi01.html,Mike O'Koren,6.0,1980.0,8.0,12.1
668,/players/g/gminsmi01.html,Mike Gminski,7.0,1980.0,14.0,16.3
669,/players/t/toneyan01.html,Andrew Toney,8.0,1980.0,8.0,16.1
670,/players/b/brookmi01.html,Michael Brooks,9.0,1980.0,6.0,15.2
671,/players/l/lestero01.html,Ronnie Lester,10.0,1980.0,6.0,13.0
672,/players/v/vandeki01.html,Kiki Vandeweghe,11.0,1980.0,13.0,18.4
673,/players/w/woodsmi01.html,Mike Woodson,12.0,1980.0,11.0,15.0
674,/players/b/brownri01.html,Rickey Brown,13.0,1980.0,5.0,9.8
675,/players/m/matthwe01.html,Wes Matthews,14.0,1980.0,9.0,13.0
676,/players/j/johnsre01.html,Reggie Johnson,15.0,1980.0,4.0,12.5
677,/players/w/whitnha02.html,Hawkeye Whitney,16.0,1980.0,2.0,11.8
678,/players/d/drewla01.html,Larry Drew,17.0,1980.0,10.0,14.0
679,/players/c/collido02.html,Don Collins,18.0,1980.0,6.0,14.5
680,/players/d/durenjo01.html,John Duren,19.0,1980.0,3.0,6.9
681,/players/h/hanzlbi01.html,Bill Hanzlik,20.0,1980.0,10.0,11.2
682,/players/d/davismo01.html,Monti Davis,21.0,1980.0,1.0,4.5
683,/players/k/kinchch01.html,Chad Kinch,22.0,1980.0,1.0,7.0
684,/players/n/nicksca01.html,Carl Nicks,23.0,1980.0,3.0,10.5
685,/players/s/smithla01.html,Larry Smith,24.0,1980.0,13.0,12.6
686,/players/r/rulanje01.html,Jeff Ruland,25.0,1980.0,8.0,18.7
687,/players/w/worthsa01.html,Sam Worthen,26.0,1980.0,2.0,8.7
688,/players/s/stroujo01.html,John Stroud,27.0,1980.0,1.0,6.4
689,/players/s/sheltcr01.html,Craig Shelton,28.0,1980.0,2.0,8.7
690,/players/o/orrlo01.html,Louis Orr,29.0,1980.0,8.0,13.4
691,/players/n/nattke01.html,Kenny Natt,30.0,1980.0,3.0,7.3
692,/players/r/robinwa01.html,Wayne Robinson,31.0,1980.0,1.0,11.5
693,/players/m/mahorri01.html,Rick Mahorn,35.0,1980.0,18.0,11.6
694,/players/s/scalede01.html,DeWayne Scales,36.0,1980.0,3.0,10.9
695,/players/c/cartebu01.html,Butch Carter,37.0,1980.0,6.0,12.7
696,/players/w/wileymi01.html,Michael Wiley,39.0,1980.0,2.0,17.0
697,/players/m/milledi01.html,Dick Miller,40.0,1980.0,1.0,3.3
698,/players/o/oldhaja01.html,Jawann Oldham,41.0,1980.0,10.0,10.7
699,/players/b/bransbr01.html,Brad Branson,45.0,1980.0,2.0,14.4
700,/players/n/nimphku01.html,Kurt Nimphius,47.0,1980.0,8.0,11.8
701,/players/w/wilkeja02.html,James Wilkes,50.0,1980.0,3.0,11.2
702,/players/v/valenro01.html,Ronnie Valentine,51.0,1980.0,1.0,10.3
703,/players/m/moorelo01.html,Lowes Moore,52.0,1980.0,3.0,10.7
704,/players/h/harpemi01.html,Mike Harper,56.0,1980.0,2.0,12.4
705,/players/b/brittda01.html,Dave Britton,57.0,1980.0,1.0,18.0
706,/players/r/rambiku01.html,Kurt Rambis,58.0,1980.0,14.0,13.1
707,/players/y/yonakri01.html,Rich Yonakor,61.0,1980.0,1.0,20.4
708,/players/b/baileca01.html,Carl Bailey,66.0,1980.0,1.0,-6.8
709,/players/c/cookda01.html,Darwin Cook,70.0,1980.0,8.0,13.8
710,/players/s/sparrro01.html,Rory Sparrow,75.0,1980.0,12.0,12.0
711,/players/j/jacksto02.html,Tony Jackson,87.0,1980.0,1.0,12.9
712,/players/f/fulleto01.html,Tony Fuller,93.0,1980.0,1.0,6.9
713,/players/r/rankwa01.html,Wally Rank,99.0,1980.0,1.0,4.0
714,/players/a/allumda01.html,Darrell Allums,103.0,1980.0,1.0,5.3
715,/players/r/romarlo01.html,Lorenzo Romar,141.0,1980.0,5.0,13.0
716,/players/s/stroejo01.html,John Stroeder,168.0,1980.0,2.0,7.4
717,/players/k/keacl01.html,Clarence Kea,169.0,1980.0,2.0,13.8
718,/players/a/aguirma01.html,Mark Aguirre,1.0,1981.0,13.0,19.0
719,/players/t/thomais01.html,Isiah Thomas,2.0,1981.0,13.0,18.1
720,/players/w/willibu01.html,Buck Williams,3.0,1981.0,17.0,15.3
721,/players/w/woodal01.html,Al Wood,4.0,1981.0,6.0,13.9
722,/players/v/vraneda01.html,Danny Vranes,5.0,1981.0,7.0,9.3
723,/players/w/woolror01.html,Orlando Woolridge,6.0,1981.0,13.0,16.6
724,/players/j/johnsst03.html,Steve Johnson,7.0,1981.0,10.0,15.3
