,link,name,draft_rank,draft_year,seasons,per
725,/players/c/chambto01.html,Tom Chambers,8.0,1981.0,16.0,16.5
726,/players/b/blackro01.html,Rolando Blackman,9.0,1981.0,13.0,16.7
727,/players/k/kingal01.html,Albert King,10.0,1981.0,9.0,13.1
728,/players/j/johnsfr01.html,Frank Johnson,11.0,1981.0,10.0,12.7
729,/players/t/tripuke01.html,Kelly Tripucka,12.0,1981.0,10.0,16.2
730,/players/s/schayda01.html,Danny Schayes,13.0,1981.0,18.0,13.4
731,/players/w/willihe01.html,Herb Williams,14.0,1981.0,18.0,13.6
732,/players/l/lampje01.html,Jeff Lamp,15.0,1981.0,6.0,11.5
733,/players/v/valenda01.html,Darnell Valentine,16.0,1981.0,9.0,14.0
734,/players/l/loderke01.html,Kevin Loder,17.0,1981.0,3.0,11.9
735,/players/t/tolbera01.html,Ray Tolbert,18.0,1981.0,5.0,9.8
736,/players/m/mcgeemi01.html,Mike McGee,19.0,1981.0,9.0,14.0
737,/players/n/nancela01.html,Larry Nance,20.0,1981.0,13.0,19.9
738,/players/l/listeal01.html,Alton Lister,21.0,1981.0,16.0,12.9
739,/players/e/edwarfr01.html,Franklin Edwards,22.0,1981.0,7.0,12.6
740,/players/b/bradlch01.html,Charles Bradley,23.0,1981.0,3.0,8.4
741,/players/v/vinceja01.html,Jay Vincent,24.0,1981.0,9.0,15.9
742,/players/j/jackstr01.html,Tracy Jackson,25.0,1981.0,3.0,11.8
743,/players/w/woodho01.html,Howard Wood,27.0,1981.0,1.0,12.0
744,/players/b/banksge01.html,Gene Banks,28.0,1981.0,6.0,15.1
745,/players/r/rainsed01.html,Ed Rains,30.0,1981.0,2.0,8.2
746,/players/a/aingeda01.html,Danny Ainge,31.0,1981.0,14.0,14.7
747,/players/w/willisa02.html,Sam Williams,33.0,1981.0,4.0,13.7
748,/players/g/greenke01.html,Ken Green,34.0,1981.0,1.0,12.4
749,/players/d/davisch02.html,Charles Davis,35.0,1981.0,8.0,11.6
750,/players/b/blumera01.html,Ray Blume,36.0,1981.0,1.0,9.7
751,/players/g/gregocl01.html,Claude Gregory,41.0,1981.0,2.0,12.9
752,/players/t/turneel01.html,Elston Turner,43.0,1981.0,8.0,9.6
753,/players/l/lingest01.html,Steve Lingenfelter,44.0,1981.0,2.0,3.1
754,/players/b/burnsda01.html,David Burns,49.0,1981.0,1.0,3.6
755,/players/m/macklru01.html,Rudy Macklin,52.0,1981.0,3.0,10.0
756,/players/r/radfoma01.html,Mark Radford,53.0,1981.0,2.0,11.3
757,/players/s/smithji01.html,Jim Smith,54.0,1981.0,2.0,9.3
758,/players/d/dillami01.html,Mickey Dillard,55.0,1981.0,1.0,7.0
759,/players/b/brickfr01.html,Frank Brickowski,57.0,1981.0,12.0,14.2
760,/players/g/gudmupe01.html,Petur Gudmundsson,61.0,1981.0,4.0,10.6
761,/players/d/dykemcr01.html,Craig Dykema,66.0,1981.0,1.0,11.1
762,/players/l/lloydle01.html,Lewis Lloyd,76.0,1981.0,7.0,16.4
763,/players/d/dennake01.html,Kenny Dennard,78.0,1981.0,3.0,9.3
764,/players/s/sprigla01.html,Larry Spriggs,81.0,1981.0,5.0,11.3
765,/players/v/verhope01.html,Pete Verhoeven,85.0,1981.0,6.0,10.3
766,/players/b/bradlal02.html,Alex Bradley,86.0,1981.0,1.0,12.4
767,/players/m/mckenke01.html,Kevin McKenna,88.0,1981.0,6.0,10.5
768,/players/c/coopejo01.html,Joe Cooper,95.0,1981.0,3.0,10.5
769,/players/m/mcdowha01.html,Hank McDowell,102.0,1981.0,6.0,10.0
770,/players/w/wittsga01.html,Garry Witts,103.0,1981.0,1.0,9.5
771,/players/b/burkmro01.html,Roger Burkman,130.0,1981.0,1.0,15.5
772,/players/w/wheelcl01.html,Clinton Wheeler,150.0,1981.0,2.0,12.3
773,/players/c/cattabo01.html,Bobby Cattage,165.0,1981.0,2.0,10.2
774,/players/r/rowlade01.html,Derrick Rowland,211.0,1981.0,1.0,7.0
775,/players/w/worthja01.html,James Worthy,1.0,1982.0,12.0,17.7
776,/players/c/cummite01.html,Terry Cummings,2.0,1982.0,18.0,18.3
777,/players/w/wilkido01.html,Dominique Wilkins,3.0,1982.0,15.0,21.6
778,/players/g/garnebi02.html,Bill Garnett,4.0,1982.0,4.0,12.3
779,/players/t/thompla01.html,LaSalle Thompson,5.0,1982.0,15.0,13.6
780,/players/t/tucketr01.html,Trent Tucker,6.0,1982.0,11.0,12.9
781,/players/d/dailequ01.html,Quintin Dailey,7.0,1982.0,10.0,15.1
782,/players/k/kellocl01.html,Clark Kellogg,8.0,1982.0,5.0,19.3
783,/players/l/levincl01.html,Cliff Levingston,9.0,1982.0,11.0,13.8
784,/players/e/edmonke01.html,Keith Edmonson,10.0,1982.0,2.0,12.6
785,/players/l/leverfa01.html,Fat Lever,11.0,1982.0,11.0,17.8
786,/players/b/baglejo01.html,John Bagley,12.0,1982.0,11.0,13.0
787,/players/f/floydsl01.html,Sleepy Floyd,13.0,1982.0,13.0,15.5
788,/players/c/connele01.html,Lester Conner,14.0,1982.0,12.0,14.1
789,/players/t/thirdda01.html,David Thirdkill,15.0,1982.0,5.0,8.0
790,/players/t/teaglte01.html,Terry Teagle,16.0,1982.0,11.0,13.7
791,/players/s/steppbr01.html,Brook Steppe,17.0,1982.0,5.0,12.5
792,/players/p/piercri01.html,Ricky Pierce,18.0,1982.0,16.0,17.7
793,/players/w/williro02.html,Rob Williams,19.0,1982.0,2.0,12.2
794,/players/p/presspa01.html,Paul Pressey,20.0,1982.0,11.0,15.5
795,/players/p/philled01.html,Eddie Phillips,21.0,1982.0,1.0,7.5
796,/players/m/mcnamma01.html,Mark McNamara,22.0,1982.0,8.0,10.8
797,/players/t/tillida01.html,Darren Tillis,23.0,1982.0,2.0,10.0
798,/players/r/robinol01.html,Oliver Robinson,24.0,1982.0,1.0,14.1
799,/players/w/warribr01.html,Bryan Warrick,25.0,1982.0,4.0,9.0
800,/players/r/roberfr01.html,Fred Roberts,27.0,1982.0,13.0,12.6
801,/players/m/magleda01.html,Dave Magley,28.0,1982.0,1.0,3.9
802,/players/h/hastisc01.html,Scott Hastings,29.0,1982.0,11.0,9.2
803,/players/b/bryanwa01.html,Wallace Bryant,30.0,1982.0,3.0,9.4
804,/players/h/higgiro01.html,Rod Higgins,31.0,1982.0,13.0,13.5
805,/players/a/anderri01.html,Richard Anderson,32.0,1982.0,6.0,12.3
806,/players/t/towneli01.html,Linton Townes,33.0,1982.0,3.0,11.5
807,/players/t/taylovi01.html,Vince Taylor,34.0,1982.0,1.0,7.6
808,/players/s/smithde02.html,Derek Smith,35.0,1982.0,9.0,15.1
809,/players/a/anderjj01.html,J.J. Anderson,36.0,1982.0,3.0,12.1
810,/players/n/norriau01.html,Audie Norris,37.0,1982.0,3.0,9.1
811,/players/s/sapplwa01.html,Wayne Sappleton,38.0,1982.0,1.0,7.7
812,/players/m/morgagu01.html,Guy Morgan,40.0,1982.0,1.0,9.9
813,/players/a/anderdw01.html,Dwight Anderson,41.0,1982.0,1.0,10.6
814,/players/t/tayloje01.html,Jeff Taylor,42.0,1982.0,2.0,8.9
815,/players/t/tayloje03.html,Jeff Taylor,31.0,2012.0,3.0,12.4
816,/players/s/slaugjo01.html,Jose Slaughter,43.0,1982.0,1.0,10.5
817,/players/g/gibsomi01.html,Mike Gibson,44.0,1982.0,2.0,8.6
818,/players/s/schoeru01.html,Russ Schoene,45.0,1982.0,4.0,11.1
819,/players/w/wilsomi01.html,Michael Wilson,47.0,1982.0,3.0,10.1
820,/players/h/hodgecr01.html,Craig Hodges,48.0,1982.0,10.0,11.8
821,/players/t/thompco01.html,Corny Thompson,50.0,1982.0,1.0,6.0
822,/players/j/johnsji01.html,Jim Johnstone,51.0,1982.0,1.0,4.5
823,/players/e/eavesje01.html,Jerry Eaves,55.0,1982.0,4.0,11.8
824,/players/k/kopicjo01.html,Joe Kopicki,56.0,1982.0,3.0,14.2
825,/players/e/englech01.html,Chris Engler,60.0,1982.0,5.0,7.2
826,/players/p/pittmch01.html,Charles Pittman,61.0,1982.0,4.0,10.1
827,/players/n/nevitch01.html,Chuck Nevitt,63.0,1982.0,9.0,9.1
828,/players/g/greigjo01.html,John Greig,65.0,1982.0,1.0,19.9
829,/players/m/mosspe01.html,Perry Moss,69.0,1982.0,2.0,9.2
830,/players/s/sandemi01.html,Mike Sanders,74.0,1982.0,11.0,11.9
831,/players/a/aleksch01.html,Chuck Aleksinas,76.0,1982.0,1.0,9.1
832,/players/r/russewa01.html,Walker Russell,78.0,1982.0,6.0,7.5
833,/players/b/brownto01.html,Tony Brown,82.0,1982.0,7.0,9.9
834,/players/w/whitero01.html,Rory White,86.0,1982.0,5.0,12.4
835,/players/s/schwejo01.html,John Schweitz,138.0,1982.0,2.0,4.2
836,/players/h/hugheed01.html,Eddie Hughes,140.0,1982.0,3.0,8.9
837,/players/n/nealyed01.html,Ed Nealy,166.0,1982.0,10.0,10.5
838,/players/w/wilkida01.html,Dale Wilkinson,221.0,1982.0,1.0,-1.3
839,/players/s/sampsra01.html,Ralph Sampson,1.0,1983.0,9.0,16.0
840,/players/s/stipast01.html,Steve Stipanovich,2.0,1983.0,5.0,15.1
841,/players/m/mccraro01.html,Rodney McCray,3.0,1983.0,10.0,14.4
842,/players/s/scottby01.html,Byron Scott,4.0,1983.0,14.0,15.5
843,/players/g/greensi02.html,Sidney Green,5.0,1983.0,10.0,12.1
844,/players/c/crossru01.html,Russell Cross,6.0,1983.0,1.0,15.3
845,/players/b/baileth01.html,Thurl Bailey,7.0,1983.0,12.0,14.3
846,/players/c/carran01.html,Antoine Carr,8.0,1983.0,16.0,14.2
847,/players/e/ellisda01.html,Dale Ellis,9.0,1983.0,17.0,16.0
848,/players/m/malonje01.html,Jeff Malone,10.0,1983.0,13.0,15.2
849,/players/h/harpede01.html,Derek Harper,11.0,1983.0,16.0,16.0
850,/players/w/walkeda01.html,Darrell Walker,12.0,1983.0,10.0,13.7
851,/players/w/whatlen01.html,Ennis Whatley,13.0,1983.0,10.0,13.0
852,/players/d/drexlcl01.html,Clyde Drexler,14.0,1983.0,15.0,21.1
853,/players/c/carteho01.html,Howard Carter,15.0,1983.0,2.0,10.3
854,/players/s/sundvjo01.html,Jon Sundvold,16.0,1983.0,9.0,12.5
855,/players/r/rautile01.html,Leo Rautins,17.0,1983.0,2.0,5.8
856,/players/b/breuera01.html,Randy Breuer,18.0,1983.0,11.0,13.2
857,/players/p/paxsojo01.html,John Paxson,19.0,1983.0,11.0,12.0
858,/players/h/hinsoro01.html,Roy Hinson,20.0,1983.0,8.0,14.7
859,/players/k/kitegr01.html,Greg Kite,21.0,1983.0,12.0,6.5
860,/players/w/wittmra01.html,Randy Wittman,22.0,1983.0,9.0,11.2
861,/players/w/wiggimi01.html,Mitchell Wiggins,23.0,1983.0,6.0,13.8
862,/players/g/grangst01.html,Stewart Granger,24.0,1983.0,3.0,8.4
863,/players/l/lowesi01.html,Sidney Lowe,25.0,1983.0,4.0,10.4
864,/players/c/combsle01.html,Leroy Combs,26.0,1983.0,1.0,13.5
865,/players/g/garrijo01.html,John Garris,27.0,1983.0,1.0,18.5
866,/players/f/fostero01.html,Rod Foster,28.0,1983.0,3.0,10.9
867,/players/m/michela01.html,Larry Micheaux,29.0,1983.0,2.0,15.3
868,/players/w/westma01.html,Mark West,30.0,1983.0,17.0,12.0
869,/players/r/riverdo01.html,Doc Rivers,31.0,1983.0,13.0,16.6
870,/players/m/minnidi01.html,Dirk Minniefield,33.0,1983.0,3.0,11.4
871,/players/w/willigu02.html,Guy Williams,34.0,1983.0,2.0,13.6
872,/players/l/lockhda01.html,Darrell Lockhart,35.0,1983.0,1.0,1.6
873,/players/m/mccrasc01.html,Scooter McCray,36.0,1983.0,3.0,8.3
874,/players/m/mcneach01.html,Chris McNealy,38.0,1983.0,3.0,10.3
875,/players/w/waitegr01.html,Granville Waiters,39.0,1983.0,5.0,8.3
876,/players/t/thomaji01.html,Jim Thomas,40.0,1983.0,4.0,12.5
877,/players/m/mannipa01.html,Pace Mannion,43.0,1983.0,6.0,9.4
878,/players/w/willike01.html,Kevin Williams,46.0,1983.0,5.0,10.6
879,/players/e/ehlocr01.html,Craig Ehlo,48.0,1983.0,14.0,13.4
880,/players/t/thomppa01.html,Paul Thompson,50.0,1983.0,3.0,13.7
881,/players/h/holtomi01.html,Mike Holton,53.0,1983.0,6.0,10.5
882,/players/h/hansebo01.html,Bob Hansen,54.0,1983.0,9.0,10.0
883,/players/d/dayeda01.html,Darren Daye,57.0,1983.0,5.0,13.9
884,/players/p/pinonjo01.html,John Pinone,58.0,1983.0,1.0,7.8
885,/players/k/kuczebr01.html,Bruce Kuczenski,59.0,1983.0,1.0,-0.5
886,/players/p/piotrto01.html,Tom Piotrowski,62.0,1983.0,1.0,9.2
887,/players/c/creviro01.html,Ron Crevier,75.0,1983.0,1.0,-31.7
888,/players/t/thibepe01.html,Peter Thibeaux,77.0,1983.0,2.0,10.5
889,/players/j/jonesma02.html,Mark Jones,82.0,1983.0,1.0,14.7
890,/players/w/weidnbr01.html,Brant Weidner,90.0,1983.0,1.0,5.4
891,/players/c/clarkca01.html,Carlos Clark,91.0,1983.0,2.0,9.5
892,/players/b/bolma01.html,Manute Bol,97.0,1983.0,10.0,9.4
894,/players/a/austike01.html,Ken Austin,101.0,1983.0,1.0,5.6
895,/players/l/lamplji01.html,Jim Lampley,102.0,1983.0,1.0,8.3
896,/players/t/threase01.html,Sedale Threatt,139.0,1983.0,14.0,14.7
897,/players/s/suttlda01.html,Dane Suttle,152.0,1983.0,2.0,15.3
898,/players/o/olajuha01.html,Hakeem Olajuwon,1.0,1984.0,18.0,23.6
899,/players/b/bowiesa01.html,Sam Bowie,2.0,1984.0,10.0,14.6
900,/players/j/jordami01.html,Michael Jordan,3.0,1984.0,15.0,27.9
901,/players/p/perkisa01.html,Sam Perkins,4.0,1984.0,17.0,15.5
902,/players/b/barklch01.html,Charles Barkley,5.0,1984.0,16.0,24.6
903,/players/t/turpime01.html,Melvin Turpin,6.0,1984.0,5.0,14.3
904,/players/r/roberal01.html,Alvin Robertson,7.0,1984.0,10.0,17.0
905,/players/g/gordola01.html,Lancaster Gordon,8.0,1984.0,4.0,9.4
906,/players/t/thorpot01.html,Otis Thorpe,9.0,1984.0,17.0,16.0
907,/players/w/woodle01.html,Leon Wood,10.0,1984.0,6.0,12.6
908,/players/w/willike02.html,Kevin Willis,11.0,1984.0,21.0,15.7
909,/players/m/mccorti01.html,Tim McCormick,12.0,1984.0,8.0,12.8
910,/players/h/humphja01.html,Jay Humphries,13.0,1984.0,11.0,13.9
911,/players/c/cagemi01.html,Michael Cage,14.0,1984.0,15.0,13.9
912,/players/s/stanste01.html,Terence Stansbury,15.0,1984.0,3.0,9.9
913,/players/s/stockjo01.html,John Stockton,16.0,1984.0,19.0,21.8
914,/players/t/turneje01.html,Jeff Turner,17.0,1984.0,10.0,8.4
915,/players/f/flemive01.html,Vern Fleming,18.0,1984.0,12.0,15.1
916,/players/t/thompbe01.html,Bernard Thompson,19.0,1984.0,5.0,10.2
917,/players/c/campbto01.html,Tony Campbell,20.0,1984.0,11.0,14.5
918,/players/f/fieldke01.html,Kenny Fields,21.0,1984.0,4.0,11.7
919,/players/s/sewelto01.html,Tom Sewell,22.0,1984.0,1.0,-2.7
920,/players/j/jonesea01.html,Earl Jones,23.0,1984.0,2.0,0.2
921,/players/y/youngmi01.html,Michael Young,24.0,1984.0,3.0,15.5
922,/players/d/durrade01.html,Devin Durrant,25.0,1984.0,2.0,8.6
923,/players/a/anderro01.html,Ron Anderson,27.0,1984.0,10.0,14.3
924,/players/b/blackco01.html,Cory Blackwell,28.0,1984.0,1.0,6.4
925,/players/g/grayst01.html,Stuart Gray,29.0,1984.0,7.0,8.6
926,/players/b/burttst01.html,Steve Burtt,30.0,1984.0,4.0,10.4
927,/players/m/murphja01.html,Jay Murphy,31.0,1984.0,4.0,6.7
928,/players/c/coltest01.html,Steve Colter,33.0,1984.0,8.0,12.9
929,/players/w/wilsoot01.html,Othell Wilson,35.0,1984.0,2.0,11.3
930,/players/c/colembe01.html,Ben Coleman,37.0,1984.0,5.0,12.3
931,/players/s/sittoch01.html,Charlie Sitton,38.0,1984.0,1.0,8.0
932,/players/y/youngda01.html,Danny Young,39.0,1984.0,10.0,12.2
933,/players/s/slubyto01.html,Tom Sluby,41.0,1984.0,1.0,12.2
934,/players/w/whitewi01.html,Willie White,42.0,1984.0,2.0,13.2
935,/players/p/plummga01.html,Gary Plummer,45.0,1984.0,2.0,8.1
936,/players/k/kerseje01.html,Jerome Kersey,46.0,1984.0,17.0,14.9
937,/players/m/mcdonbe01.html,Ben McDonald,50.0,1984.0,4.0,8.3
938,/players/p/peterji01.html,Jim Petersen,51.0,1984.0,8.0,11.0
939,/players/b/biniojo01.html,Joe Binion,57.0,1984.0,1.0,12.0
940,/players/c/crossje01.html,Jeff Cross,61.0,1984.0,1.0,1.5
941,/players/p/popeda01.html,David Pope,62.0,1984.0,2.0,4.7
942,/players/g/gravebu01.html,Butch Graves,68.0,1984.0,1.0,-0.8
943,/players/c/carliri01.html,Rick Carlisle,70.0,1984.0,5.0,7.0
944,/players/j/jacksra01.html,Ralph Jackson,71.0,1984.0,1.0,15.6
945,/players/g/grandji01.html,Jim Grandholm,76.0,1984.0,1.0,16.5
946,/players/h/henryca01.html,Carl Henry,80.0,1984.0,1.0,12.5
947,/players/r/rowinji01.html,Jim Rowinski,86.0,1984.0,2.0,13.8
948,/players/t/thornbo01.html,Bob Thornton,87.0,1984.0,8.0,6.2
949,/players/j/jonesoz01.html,Ozell Jones,90.0,1984.0,2.0,11.1
950,/players/s/singlmc01.html,McKinley Singleton,120.0,1984.0,1.0,13.3
951,/players/w/wilkied01.html,Eddie Lee Wilkins,133.0,1984.0,6.0,10.2
952,/players/e/edelike01.html,Kenton Edelin,140.0,1984.0,1.0,3.3
953,/players/b/bannike01.html,Ken Bannister,156.0,1984.0,5.0,8.9
954,/players/m/martibr01.html,Brian Martin,185.0,1984.0,1.0,-1.6
955,/players/e/ewingpa01.html,Patrick Ewing,1.0,1985.0,17.0,0.6
956,/players/e/ewingpa02.html,Patrick Ewing,43.0,2008.0,1.0,12.4
957,/players/t/tisdawa01.html,Wayman Tisdale,2.0,1985.0,12.0,15.7
958,/players/b/benjabe01.html,Benoit Benjamin,3.0,1985.0,15.0,14.8
959,/players/m/mcdanxa01.html,Xavier McDaniel,4.0,1985.0,12.0,16.1
960,/players/k/koncajo01.html,Jon Koncak,5.0,1985.0,11.0,9.8
961,/players/k/kleinjo01.html,Joe Kleine,6.0,1985.0,15.0,10.5
962,/players/m/mullich01.html,Chris Mullin,7.0,1985.0,16.0,18.8
963,/players/s/schrede01.html,Detlef Schrempf,8.0,1985.0,16.0,17.2
964,/players/o/oaklech01.html,Charles Oakley,9.0,1985.0,19.0,13.4
965,/players/p/pincked01.html,Ed Pinckney,10.0,1985.0,12.0,14.8
966,/players/l/leeke01.html,Keith Lee,11.0,1985.0,3.0,12.2
967,/players/g/greenke02.html,Kenny Green,12.0,1985.0,2.0,8.1
968,/players/m/malonka01.html,Karl Malone,13.0,1985.0,19.0,23.9
969,/players/h/hugheri01.html,Alfredrick Hughes,14.0,1985.0,1.0,8.2
970,/players/r/rasmubl01.html,Blair Rasmussen,15.0,1985.0,8.0,13.3
971,/players/w/wennibi01.html,Bill Wennington,16.0,1985.0,13.0,10.9
972,/players/b/blabuw01.html,Uwe Blab,17.0,1985.0,5.0,6.6
973,/players/d/dumarjo01.html,Joe Dumars,18.0,1985.0,14.0,15.3
974,/players/h/harrist01.html,Steve Harris,19.0,1985.0,5.0,13.3
975,/players/v/vincesa01.html,Sam Vincent,20.0,1985.0,7.0,14.1
976,/players/c/catlete01.html,Terry Catledge,21.0,1985.0,8.0,14.1
977,/players/r/reynoje01.html,Jerry Reynolds,22.0,1985.0,8.0,15.0
978,/players/g/greenac01.html,A.C. Green,23.0,1985.0,16.0,14.4
979,/players/p/portete01.html,Terry Porter,24.0,1985.0,17.0,17.2
980,/players/s/smrekmi01.html,Mike Smrek,25.0,1985.0,7.0,7.4
981,/players/m/martibi01.html,Bill Martin,26.0,1985.0,3.0,10.4
982,/players/m/mccladw01.html,Dwayne McClain,27.0,1985.0,1.0,8.3
983,/players/j/johnske01.html,Ken Johnson,28.0,1985.0,1.0,6.1
984,/players/j/johnske03.html,Ken Johnson,48.0,2001.0,1.0,12.4
985,/players/b/brittmi01.html,Mike Brittain,29.0,1985.0,2.0,4.7
986,/players/v/vanosni01.html,Nick Vanos,32.0,1985.0,2.0,7.7
987,/players/s/stokegr01.html,Greg Stokes,33.0,1985.0,2.0,9.0
988,/players/c/corbity01.html,Tyrone Corbin,35.0,1985.0,16.0,13.1
989,/players/j/josepyv01.html,Yvon Joseph,36.0,1985.0,1.0,12.8
990,/players/s/scurrca01.html,Carey Scurry,37.0,1985.0,3.0,14.1
991,/players/m/martife01.html,Fernando Martin,38.0,1985.0,1.0,12.4
992,/players/a/acresma01.html,Mark Acres,40.0,1985.0,6.0,9.0
993,/players/c/charllo01.html,Lorenzo Charles,41.0,1985.0,1.0,11.5
994,/players/s/steveba01.html,Barry Stevens,43.0,1985.0,1.0,15.2
995,/players/w/wintevo01.html,Voise Winters,44.0,1985.0,1.0,-5.6
996,/players/w/williho01.html,Hot Rod Williams,45.0,1985.0,13.0,15.6
997,/players/b/brancad01.html,Adrian Branch,46.0,1985.0,4.0,15.1
998,/players/w/wilkige01.html,Gerald Wilkins,47.0,1985.0,13.0,13.0
999,/players/w/wrighbr01.html,Brad Wright,49.0,1985.0,2.0,9.5
1000,/players/m/mitchsa01.html,Sam Mitchell,54.0,1985.0,13.0,12.6
1001,/players/t/toneyse01.html,Sedric Toney,59.0,1985.0,5.0,7.8
1002,/players/y/youngpe01.html,Perry Young,61.0,1985.0,1.0,3.0
1003,/players/k/keeliha01.html,Harold Keeling,63.0,1985.0,1.0,16.1
1004,/players/a/adamsmi01.html,Michael Adams,66.0,1985.0,11.0,16.6
1005,/players/b/brownmi01.html,Mike Brown,69.0,1985.0,11.0,9.7
1006,/players/c/cofiefr01.html,Fred Cofield,73.0,1985.0,2.0,7.7
1007,/players/s/stivral01.html,Alex Stivrins,75.0,1985.0,2.0,10.5
1008,/players/s/sabonar01.html,Arvydas Sabonis,77.0,1985.0,7.0,12.4
1010,/players/d/davisma01.html,Mark Davis,79.0,1985.0,1.0,15.0
1011,/players/d/davisma02.html,Mark Davis,48.0,1995.0,5.0,12.4
1012,/players/r/rothsc01.html,Scott Roth,82.0,1985.0,3.0,10.3
1013,/players/r/ruddde01.html,Delaney Rudd,83.0,1985.0,4.0,9.8
1014,/players/b/battljo01.html,John Battle,84.0,1985.0,10.0,13.7
1015,/players/w/webbsp01.html,Spud Webb,87.0,1985.0,12.0,15.1
1016,/players/w/willipe01.html,Pete Williams,89.0,1985.0,2.0,11.4
1017,/players/g/gervide01.html,Derrick Gervin,90.0,1985.0,2.0,16.3
1018,/players/m/mcqueco01.html,Cozell McQueen,91.0,1985.0,1.0,12.4
1019,/players/s/shousde01.html,Dexter Shouse,92.0,1985.0,1.0,-6.8
1020,/players/l/lewisra01.html,Ralph Lewis,139.0,1985.0,3.0,8.5
1021,/players/p/phelpmi01.html,Michael Phelps,144.0,1985.0,3.0,8.8
1022,/players/g/gloucge01.html,Georgi Glouchkov,148.0,1985.0,1.0,12.4
1023,/players/e/eliema01.html,Mario Elie,160.0,1985.0,11.0,13.1
1024,/players/d/daughbr01.html,Brad Daugherty,1.0,1986.0,8.0,18.9
1025,/players/w/washbch01.html,Chris Washburn,3.0,1986.0,2.0,7.6
1026,/players/p/persoch01.html,Chuck Person,4.0,1986.0,13.0,13.7
1027,/players/w/walkeke01.html,Kenny Walker,5.0,1986.0,7.0,11.9
1028,/players/b/bedfowi01.html,William Bedford,6.0,1986.0,6.0,9.7
1029,/players/t/tarplro01.html,Roy Tarpley,7.0,1986.0,6.0,18.4
1030,/players/h/harpero01.html,Ron Harper,8.0,1986.0,15.0,15.6
1031,/players/s/sellebr01.html,Brad Sellers,9.0,1986.0,6.0,11.1
1032,/players/d/dawkijo01.html,Johnny Dawkins,10.0,1986.0,9.0,14.7
1033,/players/s/sallejo01.html,John Salley,11.0,1986.0,11.0,12.8
1034,/players/w/willijo02.html,John Williams,12.0,1986.0,8.0,14.6
1035,/players/w/washipe01.html,Pearl Washington,13.0,1986.0,3.0,12.4
1036,/players/b/berrywa01.html,Walter Berry,14.0,1986.0,3.0,16.6
1037,/players/c/curryde01.html,Dell Curry,15.0,1986.0,16.0,16.0
1038,/players/m/martima01.html,Maurice Martin,16.0,1986.0,2.0,9.3
1039,/players/p/pressha01.html,Harold Pressley,17.0,1986.0,4.0,13.8
1040,/players/a/alarima01.html,Mark Alarie,18.0,1986.0,5.0,13.0
1041,/players/t/thompbi01.html,Billy Thompson,19.0,1986.0,6.0,13.2
1042,/players/j/johnsbu01.html,Buck Johnson,20.0,1986.0,7.0,11.9
1043,/players/j/jonesan01.html,Anthony Jones,21.0,1986.0,3.0,9.8
1044,/players/s/skilesc01.html,Scott Skiles,22.0,1986.0,10.0,14.4
1045,/players/p/pricema01.html,Mark Price,25.0,1986.0,12.0,19.6
1046,/players/d/dreilgr01.html,Greg Dreiling,26.0,1986.0,10.0,7.4
1047,/players/r/rodmade01.html,Dennis Rodman,27.0,1986.0,14.0,14.6
1048,/players/k/krystla01.html,Larry Krystkowiak,28.0,1986.0,9.0,12.0
1049,/players/n/newmajo01.html,Johnny Newman,29.0,1986.0,16.0,12.9
1050,/players/m/mcmilna01.html,Nate McMillan,30.0,1986.0,12.0,14.5
1051,/players/h/hendece01.html,Cedric Henderson,32.0,1986.0,1.0,9.2
1052,/players/h/hendece02.html,Cedric Henderson,44.0,1997.0,5.0,12.4
1053,/players/d/duckwke01.html,Kevin Duckworth,33.0,1986.0,11.0,11.9
1054,/players/r/rogerjo01.html,Johnny Rogers,34.0,1986.0,2.0,9.7
1055,/players/w/wagnemi01.html,Milt Wagner,35.0,1986.0,2.0,10.6
1056,/players/a/addisra01.html,Rafael Addison,39.0,1986.0,6.0,10.5
1057,/players/s/smithot01.html,Otis Smith,41.0,1986.0,6.0,15.7
1058,/players/f/feitlda01.html,Dave Feitl,43.0,1986.0,5.0,9.8
1059,/players/w/wingada01.html,David Wingate,44.0,1986.0,15.0,10.0
1060,/players/s/smithke03.html,Keith Smith,45.0,1986.0,1.0,6.0
1061,/players/h/hornaje01.html,Jeff Hornacek,46.0,1986.0,14.0,17.7
1062,/players/j/jacksmi02.html,Michael Jackson,47.0,1986.0,3.0,7.7
1063,/players/m/mckenfo01.html,Forrest McKenzie,48.0,1986.0,1.0,-2.2
1064,/players/h/hendeke01.html,Kevin Henderson,50.0,1986.0,2.0,6.4
1065,/players/w/willimi03.html,Mike Williams,51.0,1986.0,1.0,3.5
1066,/players/w/wilsori02.html,Ricky Wilson,52.0,1986.0,1.0,10.0
1067,/players/m/murphto01.html,Tod Murphy,53.0,1986.0,5.0,11.9
1068,/players/p/poleedw01.html,Dwayne Polee,54.0,1986.0,1.0,-11.4
1069,/players/g/gattike01.html,Kenny Gattison,55.0,1986.0,9.0,13.0
1070,/players/d/douglbr01.html,Bruce Douglas,57.0,1986.0,1.0,5.7
1071,/players/h/hendeda01.html,Dave Henderson,58.0,1986.0,1.0,6.7
1072,/players/p/petrodr01.html,Drazen Petrovic,60.0,1986.0,4.0,12.4
1073,/players/s/shaskjo01.html,John Shasky,61.0,1986.0,3.0,11.8
1074,/players/h/hoppeda01.html,Dave Hoppen,65.0,1986.0,6.0,11.3
